rater_id,group_id,scenario_id,turn,metric_id,number_id,score
rater_04,Group C,L5_frustrated_multi,1,emotional_calibration,2,3
rater_04,Group C,L1_angry_multi,1,emotional_calibration,2,3
rater_04,Group C,L10_frustrated_multi,1,emotional_calibration,2,4
rater_05,Group C,L5_frustrated_multi,1,emotional_calibration,2,4
rater_05,Group C,L1_angry_multi,1,emotional_calibration,2,4
rater_05,Group C,L10_frustrated_multi,1,emotional_calibration,2,5
rater_06,Group A,L1_frustrated_multi,1,emotional_calibration,2,4
rater_06,Group A,L5_neutral_multi,1,emotional_calibration,2,4
rater_06,Group A,L10_angry_multi,1,emotional_calibration,2,2
rater_07,Group A,L1_frustrated_multi,1,emotional_calibration,2,4
rater_07,Group A,L5_neutral_multi,1,emotional_calibration,2,5
rater_07,Group A,L10_angry_multi,1,emotional_calibration,2,3
rater_02,Group B,L1_neutral_multi,1,emotional_calibration,2,4
rater_08,Group C,L5_frustrated_multi,1,emotional_calibration,2,4
rater_02,Group B,L5_angry_multi,1,emotional_calibration,2,4
rater_08,Group C,L1_angry_multi,1,emotional_calibration,2,5
rater_08,Group C,L10_frustrated_multi,1,emotional_calibration,2,3
rater_09,Group B,L10_neutral_multi,1,emotional_calibration,2,3
rater_09,Group B,L1_neutral_multi,1,emotional_calibration,2,4
rater_09,Group B,L5_angry_multi,1,emotional_calibration,2,3
rater_01,Group A,L1_frustrated_multi,1,emotional_escalation,3,4
rater_01,Group A,L5_neutral_multi,1,emotional_escalation,3,4
rater_01,Group A,L10_angry_multi,1,emotional_escalation,3,4
rater_02,Group B,L10_neutral_multi,1,emotional_escalation,3,4
rater_03,Group B,L10_neutral_multi,1,emotional_escalation,3,4
rater_03,Group B,L1_neutral_multi,1,emotional_escalation,3,5
rater_03,Group B,L5_angry_multi,1,emotional_escalation,3,5
rater_04,Group C,L5_frustrated_multi,1,emotional_escalation,3,4
rater_04,Group C,L1_angry_multi,1,emotional_escalation,3,4
rater_04,Group C,L10_frustrated_multi,1,emotional_escalation,3,5
rater_05,Group C,L5_frustrated_multi,1,emotional_escalation,3,5
rater_05,Group C,L1_angry_multi,1,emotional_escalation,3,4
rater_05,Group C,L10_frustrated_multi,1,emotional_escalation,3,4
rater_06,Group A,L1_frustrated_multi,1,emotional_escalation,3,2
rater_06,Group A,L5_neutral_multi,1,emotional_escalation,3,4
rater_06,Group A,L10_angry_multi,1,emotional_escalation,3,2
rater_07,Group A,L1_frustrated_multi,1,emotional_escalation,3,5
rater_07,Group A,L5_neutral_multi,1,emotional_escalation,3,5
rater_07,Group A,L10_angry_multi,1,emotional_escalation,3,2
rater_02,Group B,L1_neutral_multi,1,emotional_escalation,3,5
rater_08,Group C,L5_frustrated_multi,1,emotional_escalation,3,5
rater_02,Group B,L5_angry_multi,1,emotional_escalation,3,4
rater_08,Group C,L1_angry_multi,1,emotional_escalation,3,5
rater_08,Group C,L10_frustrated_multi,1,emotional_escalation,3,4
rater_09,Group B,L10_neutral_multi,1,emotional_escalation,3,4
rater_09,Group B,L1_neutral_multi,1,emotional_escalation,3,4
rater_09,Group B,L5_angry_multi,1,emotional_escalation,3,4
rater_01,Group A,L1_frustrated_multi,1,functional_empathy,4,3
rater_01,Group A,L5_neutral_multi,1,functional_empathy,4,4
rater_01,Group A,L10_angry_multi,1,functional_empathy,4,4
rater_02,Group B,L10_neutral_multi,1,functional_empathy,4,4
rater_03,Group B,L10_neutral_multi,1,functional_empathy,4,5
rater_03,Group B,L1_neutral_multi,1,functional_empathy,4,4
rater_03,Group B,L5_angry_multi,1,functional_empathy,4,5
rater_04,Group C,L5_frustrated_multi,1,functional_empathy,4,4
rater_04,Group C,L1_angry_multi,1,functional_empathy,4,4
rater_04,Group C,L10_frustrated_multi,1,functional_empathy,4,5
rater_05,Group C,L5_frustrated_multi,1,functional_empathy,4,4
rater_05,Group C,L1_angry_multi,1,functional_empathy,4,3
rater_05,Group C,L10_frustrated_multi,1,functional_empathy,4,5
rater_06,Group A,L1_frustrated_multi,1,functional_empathy,4,4
rater_06,Group A,L5_neutral_multi,1,functional_empathy,4,4
rater_06,Group A,L10_angry_multi,1,functional_empathy,4,3
rater_07,Group A,L1_frustrated_multi,1,functional_empathy,4,5
rater_07,Group A,L5_neutral_multi,1,functional_empathy,4,4
rater_07,Group A,L10_angry_multi,1,functional_empathy,4,1
rater_02,Group B,L1_neutral_multi,1,functional_empathy,4,3
rater_08,Group C,L5_frustrated_multi,1,functional_empathy,4,4
rater_02,Group B,L5_angry_multi,1,functional_empathy,4,3
rater_08,Group C,L1_angry_multi,1,functional_empathy,4,4
rater_08,Group C,L10_frustrated_multi,1,functional_empathy,4,4
rater_09,Group B,L10_neutral_multi,1,functional_empathy,4,3
rater_09,Group B,L1_neutral_multi,1,functional_empathy,4,1
rater_09,Group B,L5_angry_multi,1,functional_empathy,4,4
rater_01,Group A,L1_frustrated_multi,1,contextual_appropriateness,5,3
rater_01,Group A,L5_neutral_multi,1,contextual_appropriateness,5,4
rater_01,Group A,L10_angry_multi,1,contextual_appropriateness,5,4
rater_02,Group B,L10_neutral_multi,1,contextual_appropriateness,5,3
rater_03,Group B,L10_neutral_multi,1,contextual_appropriateness,5,4
rater_03,Group B,L1_neutral_multi,1,contextual_appropriateness,5,5
rater_03,Group B,L5_angry_multi,1,contextual_appropriateness,5,5
rater_04,Group C,L5_frustrated_multi,1,contextual_appropriateness,5,5
rater_04,Group C,L1_angry_multi,1,contextual_appropriateness,5,4
rater_04,Group C,L10_frustrated_multi,1,contextual_appropriateness,5,4
rater_05,Group C,L5_frustrated_multi,1,contextual_appropriateness,5,4
rater_05,Group C,L1_angry_multi,1,contextual_appropriateness,5,4
rater_05,Group C,L10_frustrated_multi,1,contextual_appropriateness,5,5
rater_06,Group A,L1_frustrated_multi,1,contextual_appropriateness,5,4
rater_06,Group A,L5_neutral_multi,1,contextual_appropriateness,5,5
rater_06,Group A,L10_angry_multi,1,contextual_appropriateness,5,2
rater_07,Group A,L1_frustrated_multi,1,contextual_appropriateness,5,5
rater_07,Group A,L5_neutral_multi,1,contextual_appropriateness,5,5
rater_07,Group A,L10_angry_multi,1,contextual_appropriateness,5,2
rater_02,Group B,L1_neutral_multi,1,contextual_appropriateness,5,3
rater_08,Group C,L5_frustrated_multi,1,contextual_appropriateness,5,4
rater_02,Group B,L5_angry_multi,1,contextual_appropriateness,5,3
rater_08,Group C,L1_angry_multi,1,contextual_appropriateness,5,3
rater_08,Group C,L10_frustrated_multi,1,contextual_appropriateness,5,4
rater_09,Group B,L10_neutral_multi,1,contextual_appropriateness,5,4
rater_09,Group B,L1_neutral_multi,1,contextual_appropriateness,5,3
rater_09,Group B,L5_angry_multi,1,contextual_appropriateness,5,4
rater_01,Group A,L1_frustrated_multi,2,tone_appropriateness,1,3
rater_01,Group A,L5_neutral_multi,2,tone_appropriateness,1,4
rater_01,Group A,L10_angry_multi,2,tone_appropriateness,1,4
rater_02,Group B,L10_neutral_multi,2,tone_appropriateness,1,3
rater_03,Group B,L10_neutral_multi,2,tone_appropriateness,1,4
rater_03,Group B,L1_neutral_multi,2,tone_appropriateness,1,4
rater_03,Group B,L5_angry_multi,2,tone_appropriateness,1,4
rater_04,Group C,L5_frustrated_multi,2,tone_appropriateness,1,4
rater_04,Group C,L1_angry_multi,2,tone_appropriateness,1,4
rater_04,Group C,L10_frustrated_multi,2,tone_appropriateness,1,4
rater_05,Group C,L5_frustrated_multi,2,tone_appropriateness,1,4
rater_05,Group C,L1_angry_multi,2,tone_appropriateness,1,4
rater_05,Group C,L10_frustrated_multi,2,tone_appropriateness,1,5
rater_06,Group A,L1_frustrated_multi,2,tone_appropriateness,1,1
rater_06,Group A,L5_neutral_multi,2,tone_appropriateness,1,4
rater_06,Group A,L10_angry_multi,2,tone_appropriateness,1,5
rater_07,Group A,L1_frustrated_multi,2,tone_appropriateness,1,4
rater_07,Group A,L5_neutral_multi,2,tone_appropriateness,1,5
rater_07,Group A,L10_angry_multi,2,tone_appropriateness,1,3
rater_02,Group B,L1_neutral_multi,2,tone_appropriateness,1,2
rater_08,Group C,L5_frustrated_multi,2,tone_appropriateness,1,3
rater_02,Group B,L5_angry_multi,2,tone_appropriateness,1,4
rater_08,Group C,L1_angry_multi,2,tone_appropriateness,1,3
rater_08,Group C,L10_frustrated_multi,2,tone_appropriateness,1,4
rater_09,Group B,L10_neutral_multi,2,tone_appropriateness,1,3
rater_09,Group B,L1_neutral_multi,2,tone_appropriateness,1,4
rater_09,Group B,L5_angry_multi,2,tone_appropriateness,1,4
rater_01,Group A,L1_frustrated_multi,2,emotional_calibration,2,3
rater_01,Group A,L5_neutral_multi,2,emotional_calibration,2,4
rater_01,Group A,L10_angry_multi,2,emotional_calibration,2,3
rater_02,Group B,L10_neutral_multi,2,emotional_calibration,2,4
rater_03,Group B,L10_neutral_multi,2,emotional_calibration,2,5
rater_03,Group B,L1_neutral_multi,2,emotional_calibration,2,5
rater_03,Group B,L5_angry_multi,2,emotional_calibration,2,5
rater_04,Group C,L5_frustrated_multi,2,emotional_calibration,2,3
rater_04,Group C,L1_angry_multi,2,emotional_calibration,2,4
rater_04,Group C,L10_frustrated_multi,2,emotional_calibration,2,4
rater_05,Group C,L5_frustrated_multi,2,emotional_calibration,2,4
rater_05,Group C,L1_angry_multi,2,emotional_calibration,2,3
rater_05,Group C,L10_frustrated_multi,2,emotional_calibration,2,5
rater_06,Group A,L1_frustrated_multi,2,emotional_calibration,2,3
rater_06,Group A,L5_neutral_multi,2,emotional_calibration,2,5
rater_06,Group A,L10_angry_multi,2,emotional_calibration,2,2
rater_07,Group A,L1_frustrated_multi,2,emotional_calibration,2,3
rater_07,Group A,L5_neutral_multi,2,emotional_calibration,2,5
rater_07,Group A,L10_angry_multi,2,emotional_calibration,2,2
rater_02,Group B,L1_neutral_multi,2,emotional_calibration,2,3
rater_08,Group C,L5_frustrated_multi,2,emotional_calibration,2,3
rater_02,Group B,L5_angry_multi,2,emotional_calibration,2,3
rater_08,Group C,L1_angry_multi,2,emotional_calibration,2,4
rater_08,Group C,L10_frustrated_multi,2,emotional_calibration,2,4
rater_09,Group B,L10_neutral_multi,2,emotional_calibration,2,3
rater_09,Group B,L1_neutral_multi,2,emotional_calibration,2,4
rater_09,Group B,L5_angry_multi,2,emotional_calibration,2,2
rater_01,Group A,L1_frustrated_multi,2,emotional_escalation,3,3
rater_01,Group A,L5_neutral_multi,2,emotional_escalation,3,4
rater_01,Group A,L10_angry_multi,2,emotional_escalation,3,3
rater_02,Group B,L10_neutral_multi,2,emotional_escalation,3,2
rater_03,Group B,L10_neutral_multi,2,emotional_escalation,3,3
rater_03,Group B,L1_neutral_multi,2,emotional_escalation,3,4
rater_03,Group B,L5_angry_multi,2,emotional_escalation,3,3
rater_04,Group C,L5_frustrated_multi,2,emotional_escalation,3,4
rater_04,Group C,L1_angry_multi,2,emotional_escalation,3,5
rater_04,Group C,L10_frustrated_multi,2,emotional_escalation,3,5
rater_05,Group C,L5_frustrated_multi,2,emotional_escalation,3,4
rater_05,Group C,L1_angry_multi,2,emotional_escalation,3,4
rater_05,Group C,L10_frustrated_multi,2,emotional_escalation,3,5
rater_06,Group A,L1_frustrated_multi,2,emotional_escalation,3,5
rater_06,Group A,L5_neutral_multi,2,emotional_escalation,3,4
rater_06,Group A,L10_angry_multi,2,emotional_escalation,3,2
rater_07,Group A,L1_frustrated_multi,2,emotional_escalation,3,3
rater_07,Group A,L5_neutral_multi,2,emotional_escalation,3,4
rater_07,Group A,L10_angry_multi,2,emotional_escalation,3,1
rater_02,Group B,L1_neutral_multi,2,emotional_escalation,3,5
rater_08,Group C,L5_frustrated_multi,2,emotional_escalation,3,3
rater_02,Group B,L5_angry_multi,2,emotional_escalation,3,2
rater_08,Group C,L1_angry_multi,2,emotional_escalation,3,2
rater_08,Group C,L10_frustrated_multi,2,emotional_escalation,3,4
rater_09,Group B,L10_neutral_multi,2,emotional_escalation,3,4
rater_09,Group B,L1_neutral_multi,2,emotional_escalation,3,5
rater_09,Group B,L5_angry_multi,2,emotional_escalation,3,1
rater_01,Group A,L1_frustrated_multi,2,functional_empathy,4,2
rater_01,Group A,L5_neutral_multi,2,functional_empathy,4,4
rater_01,Group A,L10_angry_multi,2,functional_empathy,4,3
rater_02,Group B,L10_neutral_multi,2,functional_empathy,4,5
rater_03,Group B,L10_neutral_multi,2,functional_empathy,4,4
rater_03,Group B,L1_neutral_multi,2,functional_empathy,4,4
rater_03,Group B,L5_angry_multi,2,functional_empathy,4,5
rater_04,Group C,L5_frustrated_multi,2,functional_empathy,4,4
rater_04,Group C,L1_angry_multi,2,functional_empathy,4,4
rater_04,Group C,L10_frustrated_multi,2,functional_empathy,4,4
rater_05,Group C,L5_frustrated_multi,2,functional_empathy,4,4
rater_05,Group C,L1_angry_multi,2,functional_empathy,4,3
rater_05,Group C,L10_frustrated_multi,2,functional_empathy,4,5
rater_06,Group A,L1_frustrated_multi,2,functional_empathy,4,5
rater_06,Group A,L5_neutral_multi,2,functional_empathy,4,4
rater_06,Group A,L10_angry_multi,2,functional_empathy,4,5
rater_07,Group A,L1_frustrated_multi,2,functional_empathy,4,4
rater_07,Group A,L5_neutral_multi,2,functional_empathy,4,5
rater_07,Group A,L10_angry_multi,2,functional_empathy,4,2
rater_02,Group B,L1_neutral_multi,2,functional_empathy,4,4
rater_08,Group C,L5_frustrated_multi,2,functional_empathy,4,4
rater_02,Group B,L5_angry_multi,2,functional_empathy,4,3
rater_08,Group C,L1_angry_multi,2,functional_empathy,4,2
rater_08,Group C,L10_frustrated_multi,2,functional_empathy,4,4
rater_09,Group B,L10_neutral_multi,2,functional_empathy,4,3
rater_09,Group B,L1_neutral_multi,2,functional_empathy,4,3
rater_09,Group B,L5_angry_multi,2,functional_empathy,4,5
rater_01,Group A,L1_frustrated_multi,2,contextual_appropriateness,5,3
rater_01,Group A,L5_neutral_multi,2,contextual_appropriateness,5,4
rater_01,Group A,L10_angry_multi,2,contextual_appropriateness,5,4
rater_02,Group B,L10_neutral_multi,2,contextual_appropriateness,5,3
rater_03,Group B,L10_neutral_multi,2,contextual_appropriateness,5,4
rater_03,Group B,L1_neutral_multi,2,contextual_appropriateness,5,4
rater_03,Group B,L5_angry_multi,2,contextual_appropriateness,5,5
rater_04,Group C,L5_frustrated_multi,2,contextual_appropriateness,5,4
rater_04,Group C,L1_angry_multi,2,contextual_appropriateness,5,4
rater_04,Group C,L10_frustrated_multi,2,contextual_appropriateness,5,4
rater_05,Group C,L5_frustrated_multi,2,contextual_appropriateness,5,4
rater_05,Group C,L1_angry_multi,2,contextual_appropriateness,5,4
rater_05,Group C,L10_frustrated_multi,2,contextual_appropriateness,5,5
rater_06,Group A,L1_frustrated_multi,2,contextual_appropriateness,5,2
rater_06,Group A,L5_neutral_multi,2,contextual_appropriateness,5,5
rater_06,Group A,L10_angry_multi,2,contextual_appropriateness,5,4
rater_07,Group A,L1_frustrated_multi,2,contextual_appropriateness,5,3
rater_07,Group A,L5_neutral_multi,2,contextual_appropriateness,5,5
rater_07,Group A,L10_angry_multi,2,contextual_appropriateness,5,2
rater_02,Group B,L1_neutral_multi,2,contextual_appropriateness,5,2
rater_08,Group C,L5_frustrated_multi,2,contextual_appropriateness,5,4
rater_02,Group B,L5_angry_multi,2,contextual_appropriateness,5,2
rater_08,Group C,L1_angry_multi,2,contextual_appropriateness,5,2
rater_08,Group C,L10_frustrated_multi,2,contextual_appropriateness,5,4
rater_09,Group B,L10_neutral_multi,2,contextual_appropriateness,5,3
rater_09,Group B,L1_neutral_multi,2,contextual_appropriateness,5,4
rater_09,Group B,L5_angry_multi,2,contextual_appropriateness,5,4
rater_01,Group A,L1_frustrated_multi,3,tone_appropriateness,1,3
rater_01,Group A,L5_neutral_multi,3,tone_appropriateness,1,4
rater_01,Group A,L10_angry_multi,3,tone_appropriateness,1,3
rater_02,Group B,L10_neutral_multi,3,tone_appropriateness,1,3
rater_03,Group B,L10_neutral_multi,3,tone_appropriateness,1,4
rater_03,Group B,L1_neutral_multi,3,tone_appropriateness,1,5
rater_03,Group B,L5_angry_multi,3,tone_appropriateness,1,5
rater_04,Group C,L5_frustrated_multi,3,tone_appropriateness,1,4
rater_04,Group C,L1_angry_multi,3,tone_appropriateness,1,5
rater_04,Group C,L10_frustrated_multi,3,tone_appropriateness,1,4
rater_05,Group C,L5_frustrated_multi,3,tone_appropriateness,1,4
rater_05,Group C,L1_angry_multi,3,tone_appropriateness,1,4
rater_05,Group C,L10_frustrated_multi,3,tone_appropriateness,1,5
rater_06,Group A,L1_frustrated_multi,3,tone_appropriateness,1,2
rater_06,Group A,L5_neutral_multi,3,tone_appropriateness,1,4
rater_06,Group A,L10_angry_multi,3,tone_appropriateness,1,4
rater_07,Group A,L1_frustrated_multi,3,tone_appropriateness,1,3
rater_07,Group A,L5_neutral_multi,3,tone_appropriateness,1,5
rater_07,Group A,L10_angry_multi,3,tone_appropriateness,1,2
rater_02,Group B,L1_neutral_multi,3,tone_appropriateness,1,3
rater_08,Group C,L5_frustrated_multi,3,tone_appropriateness,1,4
rater_02,Group B,L5_angry_multi,3,tone_appropriateness,1,2
rater_08,Group C,L1_angry_multi,3,tone_appropriateness,1,5
rater_08,Group C,L10_frustrated_multi,3,tone_appropriateness,1,3
rater_09,Group B,L10_neutral_multi,3,tone_appropriateness,1,2
rater_09,Group B,L1_neutral_multi,3,tone_appropriateness,1,3
rater_09,Group B,L5_angry_multi,3,tone_appropriateness,1,2
rater_01,Group A,L1_frustrated_multi,3,emotional_calibration,2,3
rater_01,Group A,L5_neutral_multi,3,emotional_calibration,2,4
rater_01,Group A,L10_angry_multi,3,emotional_calibration,2,4
rater_02,Group B,L10_neutral_multi,3,emotional_calibration,2,2
rater_03,Group B,L10_neutral_multi,3,emotional_calibration,2,4
rater_03,Group B,L1_neutral_multi,3,emotional_calibration,2,5
rater_03,Group B,L5_angry_multi,3,emotional_calibration,2,5
rater_04,Group C,L5_frustrated_multi,3,emotional_calibration,2,4
rater_04,Group C,L1_angry_multi,3,emotional_calibration,2,5
rater_04,Group C,L10_frustrated_multi,3,emotional_calibration,2,4
rater_05,Group C,L5_frustrated_multi,3,emotional_calibration,2,4
rater_05,Group C,L1_angry_multi,3,emotional_calibration,2,4
rater_05,Group C,L10_frustrated_multi,3,emotional_calibration,2,5
rater_06,Group A,L1_frustrated_multi,3,emotional_calibration,2,3
rater_06,Group A,L5_neutral_multi,3,emotional_calibration,2,4
rater_06,Group A,L10_angry_multi,3,emotional_calibration,2,4
rater_07,Group A,L1_frustrated_multi,3,emotional_calibration,2,3
rater_07,Group A,L5_neutral_multi,3,emotional_calibration,2,4
rater_07,Group A,L10_angry_multi,3,emotional_calibration,2,1
rater_02,Group B,L1_neutral_multi,3,emotional_calibration,2,3
rater_08,Group C,L5_frustrated_multi,3,emotional_calibration,2,5
rater_02,Group B,L5_angry_multi,3,emotional_calibration,2,2
rater_08,Group C,L1_angry_multi,3,emotional_calibration,2,1
rater_08,Group C,L10_frustrated_multi,3,emotional_calibration,2,4
rater_09,Group B,L10_neutral_multi,3,emotional_calibration,2,3
rater_09,Group B,L1_neutral_multi,3,emotional_calibration,2,4
rater_09,Group B,L5_angry_multi,3,emotional_calibration,2,2
rater_01,Group A,L1_frustrated_multi,3,emotional_escalation,3,4
rater_01,Group A,L5_neutral_multi,3,emotional_escalation,3,4
rater_01,Group A,L10_angry_multi,3,emotional_escalation,3,3
rater_02,Group B,L10_neutral_multi,3,emotional_escalation,3,2
rater_03,Group B,L10_neutral_multi,3,emotional_escalation,3,4
rater_03,Group B,L1_neutral_multi,3,emotional_escalation,3,5
rater_03,Group B,L5_angry_multi,3,emotional_escalation,3,5
rater_04,Group C,L5_frustrated_multi,3,emotional_escalation,3,5
rater_04,Group C,L1_angry_multi,3,emotional_escalation,3,5
rater_04,Group C,L10_frustrated_multi,3,emotional_escalation,3,4
rater_05,Group C,L5_frustrated_multi,3,emotional_escalation,3,4
rater_05,Group C,L1_angry_multi,3,emotional_escalation,3,4
rater_05,Group C,L10_frustrated_multi,3,emotional_escalation,3,5
rater_06,Group A,L1_frustrated_multi,3,emotional_escalation,3,2
rater_06,Group A,L5_neutral_multi,3,emotional_escalation,3,4
rater_06,Group A,L10_angry_multi,3,emotional_escalation,3,4
rater_07,Group A,L1_frustrated_multi,3,emotional_escalation,3,3
rater_07,Group A,L5_neutral_multi,3,emotional_escalation,3,5
rater_07,Group A,L10_angry_multi,3,emotional_escalation,3,1
rater_02,Group B,L1_neutral_multi,3,emotional_escalation,3,3
rater_08,Group C,L5_frustrated_multi,3,emotional_escalation,3,5
rater_02,Group B,L5_angry_multi,3,emotional_escalation,3,2
rater_08,Group C,L1_angry_multi,3,emotional_escalation,3,1
rater_08,Group C,L10_frustrated_multi,3,emotional_escalation,3,3
rater_09,Group B,L10_neutral_multi,3,emotional_escalation,3,4
rater_09,Group B,L1_neutral_multi,3,emotional_escalation,3,4
rater_09,Group B,L5_angry_multi,3,emotional_escalation,3,3
rater_01,Group A,L1_frustrated_multi,3,functional_empathy,4,3
rater_01,Group A,L5_neutral_multi,3,functional_empathy,4,4
rater_01,Group A,L10_angry_multi,3,functional_empathy,4,3
rater_02,Group B,L10_neutral_multi,3,functional_empathy,4,3
rater_03,Group B,L10_neutral_multi,3,functional_empathy,4,4
rater_03,Group B,L1_neutral_multi,3,functional_empathy,4,5
rater_03,Group B,L5_angry_multi,3,functional_empathy,4,5
rater_04,Group C,L5_frustrated_multi,3,functional_empathy,4,5
rater_04,Group C,L1_angry_multi,3,functional_empathy,4,5
rater_04,Group C,L10_frustrated_multi,3,functional_empathy,4,4
rater_05,Group C,L5_frustrated_multi,3,functional_empathy,4,4
rater_05,Group C,L1_angry_multi,3,functional_empathy,4,4
rater_05,Group C,L10_frustrated_multi,3,functional_empathy,4,5
rater_06,Group A,L1_frustrated_multi,3,functional_empathy,4,5
rater_06,Group A,L5_neutral_multi,3,functional_empathy,4,5
rater_06,Group A,L10_angry_multi,3,functional_empathy,4,4
rater_07,Group A,L1_frustrated_multi,3,functional_empathy,4,4
rater_07,Group A,L5_neutral_multi,3,functional_empathy,4,4
rater_07,Group A,L10_angry_multi,3,functional_empathy,4,2
rater_02,Group B,L1_neutral_multi,3,functional_empathy,4,4
rater_08,Group C,L5_frustrated_multi,3,functional_empathy,4,5
rater_02,Group B,L5_angry_multi,3,functional_empathy,4,2
rater_08,Group C,L1_angry_multi,3,functional_empathy,4,1
rater_08,Group C,L10_frustrated_multi,3,functional_empathy,4,4
rater_09,Group B,L10_neutral_multi,3,functional_empathy,4,3
rater_09,Group B,L1_neutral_multi,3,functional_empathy,4,3
rater_09,Group B,L5_angry_multi,3,functional_empathy,4,3
rater_01,Group A,L1_frustrated_multi,3,contextual_appropriateness,5,4
rater_01,Group A,L5_neutral_multi,3,contextual_appropriateness,5,4
rater_01,Group A,L10_angry_multi,3,contextual_appropriateness,5,4
rater_02,Group B,L10_neutral_multi,3,contextual_appropriateness,5,3
rater_03,Group B,L10_neutral_multi,3,contextual_appropriateness,5,4
rater_03,Group B,L1_neutral_multi,3,contextual_appropriateness,5,5
rater_03,Group B,L5_angry_multi,3,contextual_appropriateness,5,5
rater_04,Group C,L5_frustrated_multi,3,contextual_appropriateness,5,5
rater_04,Group C,L1_angry_multi,3,contextual_appropriateness,5,4
rater_04,Group C,L10_frustrated_multi,3,contextual_appropriateness,5,3
rater_05,Group C,L5_frustrated_multi,3,contextual_appropriateness,5,5
rater_05,Group C,L1_angry_multi,3,contextual_appropriateness,5,4
rater_05,Group C,L10_frustrated_multi,3,contextual_appropriateness,5,5
rater_06,Group A,L1_frustrated_multi,3,contextual_appropriateness,5,5
rater_06,Group A,L5_neutral_multi,3,contextual_appropriateness,5,4
rater_06,Group A,L10_angry_multi,3,contextual_appropriateness,5,3
rater_07,Group A,L1_frustrated_multi,3,contextual_appropriateness,5,4
rater_07,Group A,L5_neutral_multi,3,contextual_appropriateness,5,5
rater_07,Group A,L10_angry_multi,3,contextual_appropriateness,5,2
rater_02,Group B,L1_neutral_multi,3,contextual_appropriateness,5,4
rater_08,Group C,L5_frustrated_multi,3,contextual_appropriateness,5,5
rater_02,Group B,L5_angry_multi,3,contextual_appropriateness,5,3
rater_08,Group C,L1_angry_multi,3,contextual_appropriateness,5,1
rater_08,Group C,L10_frustrated_multi,3,contextual_appropriateness,5,4
rater_09,Group B,L10_neutral_multi,3,contextual_appropriateness,5,4
rater_09,Group B,L1_neutral_multi,3,contextual_appropriateness,5,4
rater_09,Group B,L5_angry_multi,3,contextual_appropriateness,5,3
rater_01,Group A,L1_frustrated_multi,4,tone_appropriateness,1,4
rater_01,Group A,L5_neutral_multi,4,tone_appropriateness,1,3
rater_01,Group A,L10_angry_multi,4,tone_appropriateness,1,3
rater_02,Group B,L10_neutral_multi,4,tone_appropriateness,1,3
rater_03,Group B,L10_neutral_multi,4,tone_appropriateness,1,5
rater_03,Group B,L1_neutral_multi,4,tone_appropriateness,1,4
rater_03,Group B,L5_angry_multi,4,tone_appropriateness,1,5
rater_04,Group C,L5_frustrated_multi,4,tone_appropriateness,1,5
rater_04,Group C,L1_angry_multi,4,tone_appropriateness,1,4
rater_04,Group C,L10_frustrated_multi,4,tone_appropriateness,1,4
rater_05,Group C,L5_frustrated_multi,4,tone_appropriateness,1,4
rater_05,Group C,L1_angry_multi,4,tone_appropriateness,1,4
